,label
35364,Fake
17664,True
4695,True
21083,True
28529,Fake
16408,True
41523,Fake
34561,Fake
20487,True
34608,Fake
9965,True
32086,Fake
33333,Fake
35638,Fake
15839,True
11988,True
10181,True
37101,Fake
16665,True
7403,True
25876,Fake
13914,True
41373,Fake
2734,True
18192,True
31081,Fake
41295,Fake
44502,Fake
39730,Fake
34032,Fake
28514,Fake
38946,Fake
10808,True
25492,Fake
3800,True
24359,Fake
6600,True
39620,Fake
36428,Fake
20092,True
30025,Fake
37973,Fake
39387,Fake
31001,Fake
9786,True
34076,Fake
18948,True
15075,True
14161,True
15852,True
40052,Fake
31802,Fake
30117,Fake
39538,Fake
42230,Fake
4685,True
5139,True
35639,Fake
36304,Fake
9833,True
32118,Fake
15732,True
38260,Fake
15753,True
4778,True
3570,True
43221,Fake
43509,Fake
29150,Fake
23916,Fake
30321,Fake
13424,True
32205,Fake
23993,Fake
11079,True
1798,True
21908,Fake
28904,Fake
1232,True
19307,True
37633,Fake
7129,True
42400,Fake
41977,Fake
1776,True
16798,True
33996,Fake
25558,Fake
5791,True
10121,True
24642,Fake
16045,True
38468,Fake
27212,Fake
21047,True
27143,Fake
23734,Fake
15146,True
75,True
11426,True
18835,True
5991,True
1097,True
2910,True
39172,Fake
17498,True
13137,True
19283,True
32163,Fake
4951,True
41,True
2744,True
24943,Fake
38952,Fake
4907,True
12056,True
37437,Fake
34597,Fake
6033,True
42784,Fake
20389,True
14683,True
30711,Fake
26785,Fake
9431,True
8563,True
37870,Fake
16167,True
18047,True
19151,True
40793,Fake
23435,Fake
21873,Fake
11979,True
5817,True
5105,True
26770,Fake
8681,True
19804,True
9592,True
36875,Fake
23133,Fake
26274,Fake
21182,True
7922,True
36048,Fake
11884,True
41526,Fake
10875,True
39731,Fake
8960,True
9188,True
40705,Fake
5964,True
17573,True
10867,True
2972,True
4088,True
30645,Fake
1440,True
37871,Fake
30264,Fake
29443,Fake
8943,True
30286,Fake
18661,True
22174,Fake
30324,Fake
29324,Fake
26835,Fake
19432,True
20094,True
3898,True
32386,Fake
1708,True
19875,True
10967,True
24239,Fake
10684,True
12172,True
32979,Fake
4474,True
18471,True
25866,Fake
18239,True
38835,Fake
31480,Fake
14971,True
7443,True
20923,True
40947,Fake
10934,True
9309,True
36436,Fake
16846,True
8226,True
20502,True
17411,True
24034,Fake
7118,True
15453,True
16237,True
8175,True
37231,Fake
29587,Fake
26445,Fake
13340,True
16125,True
5687,True
42142,Fake
16264,True
35453,Fake
17139,True
12311,True
6954,True
21368,True
6984,True
40956,Fake
16793,True
2964,True
29522,Fake
26126,Fake
30836,Fake
40576,Fake
10311,True
14279,True
35044,Fake
11582,True
43986,Fake
37509,Fake
23514,Fake
22582,Fake
9871,True
33516,Fake
27709,Fake
11531,True
22338,Fake
18687,True
35713,Fake
27621,Fake
25811,Fake
42839,Fake
13359,True
24027,Fake
14400,True
9721,True
16565,True
21390,True
2923,True
20480,True
30147,Fake
23138,Fake
40243,Fake
12542,True
7764,True
13412,True
13549,True
30205,Fake
817,True
18635,True
4308,True
4821,True
26666,Fake
38917,Fake
1204,True
24190,Fake
7880,True
32304,Fake
3581,True
4075,True
3862,True
27285,Fake
29114,Fake
25057,Fake
34117,Fake
3613,True
7947,True
10318,True
36781,Fake
22866,Fake
7753,True
43258,Fake
41159,Fake
12440,True
20321,True
41272,Fake
9241,True
31329,Fake
35149,Fake
36114,Fake
11029,True
31797,Fake
10342,True
31838,Fake
30861,Fake
26115,Fake
33301,Fake
11185,True
37673,Fake
3539,True
1453,True
6509,True
15967,True
3933,True
10170,True
39294,Fake
9760,True
35900,Fake
33739,Fake
10261,True
18984,True
746,True
9250,True
35135,Fake
23508,Fake
7096,True
1463,True
35519,Fake
4748,True
25722,Fake
5912,True
31382,Fake
31968,Fake
26036,Fake
22551,Fake
15878,True
41538,Fake
42779,Fake
2954,True
21195,True
27061,Fake
17863,True
5591,True
11095,True
8277,True
37135,Fake
25446,Fake
37728,Fake
18066,True
34412,Fake
41286,Fake
23436,Fake
8905,True
5879,True
6070,True
3429,True
13085,True
26217,Fake
23911,Fake
21252,True
12806,True
14036,True
21811,Fake
6433,True
25674,Fake
40403,Fake
5025,True
16872,True
4781,True
21827,Fake
4194,True
3474,True
14669,True
3535,True
9649,True
2005,True
39923,Fake
20881,True
29921,Fake
2917,True
18199,True
21414,True
19725,True
22804,Fake
28458,Fake
39739,Fake
32042,Fake
5948,True
16571,True
10472,True
25109,Fake
12813,True
26090,Fake
23696,Fake
17469,True
6830,True
5800,True
19056,True
26731,Fake
2899,True
33577,Fake
29874,Fake
24670,Fake
42384,Fake
39232,Fake
9464,True
6865,True
4734,True
28045,Fake
39409,Fake
487,True
9383,True
24552,Fake
42997,Fake
13266,True
2939,True
5534,True
19133,True
5811,True
7771,True
42156,Fake
8196,True
32224,Fake
34965,Fake
28803,Fake
4297,True
5705,True
14799,True
18703,True
17314,True
40871,Fake
23010,Fake
28697,Fake
30854,Fake
9848,True
32494,Fake
32166,Fake
3403,True
44025,Fake
9033,True
41059,Fake
33968,Fake
6510,True
11994,True
27833,Fake
23851,Fake
23921,Fake
12899,True
23627,Fake
12637,True
6831,True
31883,Fake
13845,True
5562,True
26147,Fake
18114,True
11226,True
3954,True
6687,True
11873,True
30621,Fake
39031,Fake
9998,True
38447,Fake
39751,Fake
38719,Fake
41343,Fake
40633,Fake
35640,Fake
30355,Fake
30492,Fake
24511,Fake
29638,Fake
38610,Fake
7978,True
34478,Fake
24054,Fake
5370,True
1578,True
17049,True
36910,Fake
42675,Fake
22471,Fake
32752,Fake
36253,Fake
15469,True
34676,Fake
3352,True
38395,Fake
9650,True
36331,Fake
14845,True
36300,Fake
14140,True
20952,True
42127,Fake
7312,True
40521,Fake
27639,Fake
23958,Fake
35667,Fake
30554,Fake
32924,Fake
24145,Fake
43059,Fake
28964,Fake
29573,Fake
22702,Fake
23562,Fake
29241,Fake
41742,Fake
35790,Fake
12343,True
31508,Fake
1090,True
4666,True
18452,True
2092,True
10280,True
9586,True
4404,True
6755,True
26867,Fake
11249,True
3766,True
40244,Fake
19019,True
7037,True
13404,True
35936,Fake
39693,Fake
5176,True
6264,True
10431,True
11045,True
7239,True
39060,Fake
20553,True
18679,True
14451,True
29016,Fake
15672,True
4220,True
29040,Fake
43854,Fake
43871,Fake
26722,Fake
27094,Fake
15164,True
21214,True
42960,Fake
30557,Fake
20229,True
29032,Fake
1577,True
6825,True
35389,Fake
21338,True
7056,True
41344,Fake
10053,True
28690,Fake
10019,True
18967,True
17171,True
21429,Fake
579,True
3681,True
14704,True
8567,True
19125,True
11469,True
12030,True
41715,Fake
11488,True
27092,Fake
15832,True
26210,Fake
43381,Fake
18422,True
2387,True
28987,Fake
43741,Fake
13652,True
3490,True
7455,True
17417,True
30211,Fake
25137,Fake
15668,True
44891,Fake
1109,True
2880,True
36422,Fake
29098,Fake
23382,Fake
32950,Fake
38846,Fake
8068,True
13262,True
19921,True
19284,True
16377,True
22217,Fake
40347,Fake
6076,True
21716,Fake
2066,True
2623,True
10352,True
13257,True
29217,Fake
30089,Fake
20882,True
25359,Fake
8911,True
27868,Fake
28649,Fake
41532,Fake
31077,Fake
29244,Fake
15217,True
41284,Fake
14115,True
43733,Fake
44197,Fake
37921,Fake
6296,True
8554,True
1650,True
24122,Fake
18177,True
10272,True
4458,True
30892,Fake
37485,Fake
34165,Fake
36803,Fake
20617,True
10845,True
2365,True
17371,True
27682,Fake
44492,Fake
42723,Fake
37081,Fake
10255,True
12050,True
41802,Fake
24424,Fake
9310,True
26019,Fake
44317,Fake
31345,Fake
28937,Fake
13209,True
37046,Fake
2294,True
8185,True
12898,True
1910,True
24200,Fake
39176,Fake
5888,True
4162,True
15135,True
37877,Fake
39911,Fake
34053,Fake
36634,Fake
15266,True
15918,True
29708,Fake
41762,Fake
12167,True
28823,Fake
12072,True
2862,True
1330,True
14849,True
28918,Fake
14458,True
20429,True
14139,True
13069,True
891,True
30204,Fake
22935,Fake
42544,Fake
4742,True
28417,Fake
15228,True
7349,True
41669,Fake
21297,True
40890,Fake
26199,Fake
14203,True
37267,Fake
2132,True
40084,Fake
23263,Fake
8005,True
38907,Fake
21859,Fake
23883,Fake
44459,Fake
24605,Fake
29840,Fake
28930,Fake
43706,Fake
5023,True
32221,Fake
27913,Fake
40210,Fake
41229,Fake
36642,Fake
28398,Fake
19920,True
7611,True
36645,Fake
40423,Fake
16272,True
39961,Fake
879,True
24316,Fake
15471,True
31990,Fake
23391,Fake
21812,Fake
33645,Fake
12787,True
41826,Fake
28425,Fake
3976,True
17787,True
13033,True
4751,True
44883,Fake
7645,True
33402,Fake
36128,Fake
10942,True
2242,True
13492,True
19602,True
38642,Fake
5739,True
28310,Fake
18399,True
19539,True
34599,Fake
29800,Fake
29245,Fake
28203,Fake
13715,True
37054,Fake
13464,True
44028,Fake
22818,Fake
797,True
20322,True
35,True
41745,Fake
14708,True
37956,Fake
35360,Fake
29770,Fake
24593,Fake
33478,Fake
9305,True
29612,Fake
9569,True
20133,True
18424,True
10665,True
25254,Fake
4091,True
3921,True
38413,Fake
15389,True
28250,Fake
10920,True
46,True
43143,Fake
5258,True
44475,Fake
37796,Fake
39136,Fake
1635,True
17840,True
40911,Fake
25721,Fake
44265,Fake
5407,True
12780,True
6557,True
8355,True
34150,Fake
35261,Fake
3147,True
10694,True
35866,Fake
40460,Fake
18429,True
27721,Fake
2823,True
31151,Fake
12919,True
19928,True
36900,Fake
5204,True
14421,True
8038,True
9280,True
4579,True
36702,Fake
24823,Fake
11905,True
9204,True
20209,True
34483,Fake
42275,Fake
7484,True
12858,True
2208,True
37954,Fake
17937,True
12160,True
2579,True
28114,Fake
11336,True
34329,Fake
35894,Fake
25671,Fake
16439,True
1418,True
22622,Fake
6371,True
10573,True
30438,Fake
26475,Fake
37288,Fake
10115,True
13333,True
9622,True
12083,True
18494,True
26464,Fake
24920,Fake
21796,Fake
39676,Fake
37309,Fake
6717,True
13223,True
17704,True
21335,True
20380,True
6987,True
22007,Fake
26442,Fake
21284,True
38400,Fake
23061,Fake
4652,True
34160,Fake
43591,Fake
11066,True
42308,Fake
15681,True
3689,True
41160,Fake
18890,True
14983,True
27057,Fake
21387,True
3102,True
13284,True
25952,Fake
4466,True
27591,Fake
34003,Fake
608,True
29660,Fake
30762,Fake
38249,Fake
34192,Fake
31908,Fake
18947,True
2661,True
6100,True
28347,Fake
20980,True
44259,Fake
8019,True
19475,True
32395,Fake
7600,True
32299,Fake
12485,True
37581,Fake
43328,Fake
28826,Fake
7934,True
24087,Fake
30188,Fake
7725,True
8941,True
13247,True
27008,Fake
42288,Fake
41191,Fake
21664,Fake
24979,Fake
23005,Fake
3931,True
38970,Fake
15747,True
11805,True
33178,Fake
18794,True
17304,True
18237,True
19999,True
37302,Fake
31563,Fake
31454,Fake
31424,Fake
7157,True
42122,Fake
44801,Fake
33838,Fake
1711,True
1866,True
43660,Fake
37671,Fake
7483,True
32444,Fake
26720,Fake
13863,True
11464,True
39789,Fake
37896,Fake
18284,True
3789,True
34944,Fake
8812,True
19573,True
18007,True
25324,Fake
9008,True
39752,Fake
44624,Fake
4844,True
43606,Fake
4384,True
697,True
43545,Fake
15260,True
25457,Fake
27460,Fake
1726,True
40518,Fake
18165,True
36844,Fake
19940,True
17167,True
9911,True
2168,True
15818,True
5670,True
35456,Fake
20504,True
6156,True
31034,Fake
39065,Fake
22377,Fake
36764,Fake
27675,Fake
16273,True
40080,Fake
24021,Fake
26736,Fake
14675,True
3749,True
27874,Fake
25994,Fake
217,True
6216,True
39536,Fake
13704,True
39421,Fake
19593,True
18256,True
21970,Fake
16472,True
3333,True
24628,Fake
12662,True
42441,Fake
25208,Fake
38061,Fake
28796,Fake
8552,True
3421,True
4703,True
37815,Fake
7047,True
25423,Fake
18209,True
16641,True
13765,True
18493,True
40601,Fake
9064,True
22847,Fake
25830,Fake
11388,True
21529,Fake
11163,True
21617,Fake
26087,Fake
3388,True
381,True
39767,Fake
26177,Fake
38080,Fake
24968,Fake
18753,True
645,True
12079,True
21841,Fake
28421,Fake
30843,Fake
30467,Fake
22229,Fake
27852,Fake
32977,Fake
37643,Fake
29563,Fake
33766,Fake
989,True
38915,Fake
24091,Fake
21248,True
37615,Fake
30271,Fake
26682,Fake
9712,True
13352,True
17782,True
11819,True
44250,Fake
33175,Fake
28231,Fake
12742,True
37788,Fake
28818,Fake
31898,Fake
24631,Fake
551,True
6415,True
22409,Fake
7857,True
21422,Fake
31687,Fake
10859,True
42263,Fake
23223,Fake
31389,Fake
39442,Fake
19273,True
42069,Fake
5067,True
36202,Fake
26895,Fake
26542,Fake
3769,True
10952,True
40820,Fake
5497,True
1303,True
63,True
13046,True
23729,Fake
7902,True
31671,Fake
10646,True
39064,Fake
43875,Fake
21975,Fake
26567,Fake
176,True
11433,True
27296,Fake
36333,Fake
25946,Fake
31433,Fake
40506,Fake
5219,True
6697,True
2475,True
7598,True
29223,Fake
40617,Fake
44009,Fake
10744,True
29439,Fake
44884,Fake
17145,True
7780,True
11313,True
37344,Fake
44045,Fake
11606,True
22033,Fake
916,True
14268,True
38480,Fake
11292,True
30511,Fake
19786,True
20003,True
23331,Fake
35179,Fake
18601,True
16390,True
16912,True
33463,Fake
14131,True
35621,Fake
26072,Fake
31443,Fake
35012,Fake
24834,Fake
41056,Fake
37803,Fake
39544,Fake
17378,True
15062,True
14123,True
3142,True
27436,Fake
16672,True
29688,Fake
9089,True
36759,Fake
38352,Fake
1163,True
30536,Fake
3925,True
14560,True
29915,Fake
38697,Fake
7533,True
32767,Fake
44068,Fake
42643,Fake
21723,Fake
37099,Fake
23410,Fake
13578,True
37711,Fake
28600,Fake
33136,Fake
30383,Fake
43417,Fake
1766,True
39292,Fake
18671,True
20524,True
25272,Fake
12837,True
5926,True
12892,True
7957,True
1672,True
10343,True
19428,True
14734,True
7364,True
10253,True
16446,True
43485,Fake
16241,True
39559,Fake
12543,True
33952,Fake
42379,Fake
36637,Fake
32769,Fake
25510,Fake
22092,Fake
646,True
11794,True
42717,Fake
30108,Fake
38090,Fake
4210,True
17671,True
10130,True
20812,True
3340,True
18061,True
39700,Fake
8625,True
39765,Fake
3712,True
14359,True
11773,True
20972,True
25188,Fake
10182,True
41297,Fake
26288,Fake
20100,True
6675,True
3842,True
41602,Fake
9826,True
29300,Fake
29080,Fake
32628,Fake
25435,Fake
497,True
32717,Fake
18579,True
40463,Fake
15875,True
17002,True
15299,True
12346,True
12464,True
24193,Fake
1791,True
1062,True
1316,True
13946,True
12603,True
6007,True
40810,Fake
18766,True
37917,Fake
24921,Fake
42912,Fake
15124,True
862,True
38182,Fake
43361,Fake
34016,Fake
28671,Fake
44383,Fake
38903,Fake
40313,Fake
4094,True
44548,Fake
36668,Fake
38205,Fake
10991,True
3416,True
25649,Fake
12158,True
11610,True
39020,Fake
38654,Fake
32274,Fake
42109,Fake
42498,Fake
27,True
34631,Fake
13108,True
13997,True
3650,True
27948,Fake
42962,Fake
10763,True
40143,Fake
21367,True
29616,Fake
6711,True
30417,Fake
22542,Fake
616,True
50,True
12435,True
42499,Fake
35677,Fake
44761,Fake
5622,True
34189,Fake
18163,True
14938,True
33682,Fake
4647,True
34771,Fake
32873,Fake
37818,Fake
4284,True
11577,True
3358,True
11502,True
6177,True
31248,Fake
10736,True
44364,Fake
18453,True
1715,True
20138,True
4518,True
7719,True
27502,Fake
11123,True
3830,True
33184,Fake
22002,Fake
30765,Fake
28293,Fake
12803,True
44578,Fake
27026,Fake
31694,Fake
17295,True
3303,True
38870,Fake
7680,True
35850,Fake
30356,Fake
37623,Fake
6796,True
1347,True
16409,True
43465,Fake
31921,Fake
7536,True
6942,True
28047,Fake
40106,Fake
36872,Fake
28244,Fake
26133,Fake
31223,Fake
2571,True
606,True
2757,True
37591,Fake
31316,Fake
15762,True
31574,Fake
19978,True
40424,Fake
22801,Fake
10407,True
17535,True
13965,True
19977,True
8198,True
33334,Fake
30022,Fake
41774,Fake
20351,True
12456,True
28288,Fake
8193,True
5554,True
40214,Fake
41900,Fake
10083,True
26132,Fake
28028,Fake
17179,True
15773,True
4650,True
15696,True
24949,Fake
19470,True
13989,True
4573,True
42565,Fake
17099,True
33790,Fake
4475,True
2561,True
14420,True
20,True
25287,Fake
33923,Fake
31988,Fake
43865,Fake
25560,Fake
18261,True
22679,Fake
39663,Fake
28868,Fake
44054,Fake
42346,Fake
20476,True
23241,Fake
12164,True
11691,True
4129,True
37220,Fake
36964,Fake
17028,True
33594,Fake
33248,Fake
39091,Fake
9723,True
5485,True
2816,True
6961,True
43388,Fake
35420,Fake
25923,Fake
42571,Fake
19443,True
3614,True
44144,Fake
22360,Fake
6654,True
27257,Fake
26201,Fake
24056,Fake
37709,Fake
29313,Fake
36447,Fake
4283,True
34197,Fake
35781,Fake
24671,Fake
17264,True
11069,True
42436,Fake
16402,True
7583,True
26669,Fake
33772,Fake
28123,Fake
40983,Fake
28321,Fake
29251,Fake
18324,True
25916,Fake
14018,True
33411,Fake
13082,True
14753,True
36669,Fake
44332,Fake
17803,True
3219,True
25683,Fake
17748,True
20008,True
26693,Fake
33170,Fake
25325,Fake
24958,Fake
15788,True
20908,True
7900,True
42090,Fake
15776,True
30325,Fake
6505,True
43927,Fake
43269,Fake
11496,True
13604,True
37680,Fake
10817,True
32520,Fake
10775,True
38744,Fake
31141,Fake
42785,Fake
11121,True
19069,True
34440,Fake
19637,True
42838,Fake
30845,Fake
32802,Fake
29195,Fake
24721,Fake
8223,True
34765,Fake
18897,True
38580,Fake
40003,Fake
7744,True
436,True
10242,True
9378,True
17004,True
32285,Fake
37331,Fake
3056,True
659,True
23169,Fake
38704,Fake
20128,True
28839,Fake
23647,Fake
2855,True
8721,True
4960,True
23924,Fake
354,True
5515,True
23059,Fake
25126,Fake
27772,Fake
8142,True
17481,True
43039,Fake
6641,True
35031,Fake
36255,Fake
4673,True
18353,True
37695,Fake
21167,True
14016,True
16981,True
3473,True
36270,Fake
33909,Fake
9510,True
33717,Fake
29089,Fake
36853,Fake
30266,Fake
1789,True
12903,True
29188,Fake
33307,Fake
3013,True
31641,Fake
35369,Fake
3764,True
32109,Fake
34742,Fake
37204,Fake
36021,Fake
30777,Fake
34095,Fake
5899,True
13202,True
12751,True
10981,True
9659,True
34371,Fake
30774,Fake
22547,Fake
40412,Fake
26152,Fake
15501,True
14069,True
28603,Fake
41613,Fake
18965,True
19621,True
13701,True
11076,True
35504,Fake
26556,Fake
25609,Fake
21636,Fake
6149,True
34334,Fake
42343,Fake
41090,Fake
10196,True
13800,True
21526,Fake
4148,True
27047,Fake
29977,Fake
39040,Fake
21405,True
40194,Fake
8296,True
24633,Fake
14995,True
38432,Fake
23689,Fake
32560,Fake
30707,Fake
29894,Fake
36554,Fake
20341,True
42135,Fake
17527,True
15816,True
6304,True
17526,True
20508,True
22276,Fake
33634,Fake
26215,Fake
26973,Fake
35834,Fake
12238,True
29727,Fake
30477,Fake
7532,True
8251,True
15316,True
14864,True
25237,Fake
6373,True
32421,Fake
37252,Fake
42231,Fake
26762,Fake
26648,Fake
41433,Fake
35165,Fake
13170,True
42751,Fake
22012,Fake
37672,Fake
39239,Fake
42878,Fake
37044,Fake
21838,Fake
2395,True
14095,True
20963,True
19050,True
38785,Fake
6164,True
30110,Fake
22383,Fake
33397,Fake
19076,True
22753,Fake
40195,Fake
35663,Fake
14913,True
16849,True
25434,Fake
28311,Fake
24791,Fake
9668,True
16018,True
17820,True
9757,True
23510,Fake
24060,Fake
7747,True
28266,Fake
20519,True
21099,True
4348,True
11474,True
38678,Fake
30231,Fake
20007,True
18438,True
11254,True
28632,Fake
30525,Fake
29389,Fake
41235,Fake
27314,Fake
42718,Fake
34185,Fake
6894,True
18426,True
26470,Fake
17020,True
44630,Fake
43333,Fake
9538,True
22234,Fake
21055,True
38229,Fake
20749,True
13582,True
37722,Fake
12390,True
21342,True
44484,Fake
36101,Fake
42808,Fake
16649,True
44048,Fake
5319,True
27706,Fake
39154,Fake
36433,Fake
43353,Fake
42266,Fake
43365,Fake
18556,True
24956,Fake
31864,Fake
12367,True
35374,Fake
27409,Fake
29038,Fake
4727,True
38218,Fake
42101,Fake
2742,True
34231,Fake
17356,True
23172,Fake
16736,True
18045,True
4328,True
39774,Fake
19624,True
9060,True
36295,Fake
16713,True
19326,True
36391,Fake
42672,Fake
29540,Fake
7933,True
38728,Fake
13991,True
37982,Fake
29113,Fake
32710,Fake
1286,True
152,True
3955,True
24632,Fake
24662,Fake
41274,Fake
37701,Fake
43153,Fake
37723,Fake
39958,Fake
22496,Fake
30127,Fake
3452,True
22427,Fake
167,True
14947,True
1505,True
16330,True
17277,True
7729,True
7461,True
6488,True
42814,Fake
2783,True
40289,Fake
21355,True
14170,True
4272,True
4443,True
8219,True
25114,Fake
44652,Fake
2303,True
28428,Fake
3668,True
11212,True
31351,Fake
17795,True
10408,True
2211,True
14324,True
12074,True
32472,Fake
32980,Fake
23074,Fake
20436,True
25754,Fake
25702,Fake
16064,True
35396,Fake
6316,True
37129,Fake
13648,True
25394,Fake
12567,True
25575,Fake
22856,Fake
41941,Fake
35656,Fake
12315,True
3942,True
41642,Fake
4444,True
15287,True
30494,Fake
27294,Fake
39313,Fake
9401,True
4975,True
15381,True
38396,Fake
26030,Fake
14661,True
38564,Fake
42449,Fake
10409,True
11297,True
36534,Fake
38787,Fake
32621,Fake
2630,True
22168,Fake
16193,True
29328,Fake
38665,Fake
17115,True
44301,Fake
27920,Fake
44829,Fake
9209,True
4389,True
28206,Fake
16972,True
36750,Fake
3978,True
40184,Fake
34389,Fake
39383,Fake
7515,True
28196,Fake
21028,True
44569,Fake
42180,Fake
38245,Fake
14830,True
5693,True
12999,True
29652,Fake
42510,Fake
10101,True
39568,Fake
41790,Fake
9694,True
24790,Fake
33218,Fake
43075,Fake
41419,Fake
7647,True
25887,Fake
13218,True
35432,Fake
9349,True
6384,True
29126,Fake
3904,True
21679,Fake
18322,True
31358,Fake
2975,True
6625,True
13696,True
3526,True
7117,True
27070,Fake
14776,True
22596,Fake
25990,Fake
26321,Fake
26278,Fake
4185,True
14676,True
